X,Y,OBJECTID_12,OBJECTID_1,OBJECTID,DIR_P,STREET,DIR_S,STYPE,X1_DIR_P,X1_STRT,X1_DIR_S,X1_STYPE,X2_DIR_P,X2_STRT,X2_DIR_S,X2_STYPE,TR_DIR,SPOT,ZIP,BSI_DIST,BSI_ID,GPS_STAT,STATUS,IN_SERVICE,BLOCK,SHELTER,WITH_SHLTR,SH_BENCH,SH_QUAN,BENCH,WITH_BNCH,BN_QUAN,TR_CAN,WITH_TCAN,TR_QUAN,CURR_EDIT,COMMENT,SOURCE,CHG_PERS,ATT_DATE,GPS_DATE,SRVD_RTS,STOPABBR,ONSTREET,ATSTREET,STOPNAME,POINT_X,POINT_Y,LON,LAT,TO_DELETE,FAREZONEID,WITH_KIOSK,RT_LAYOVER,ADAComp,SRVD_RTS_O,GlobalID,created_us,created_da,last_edite,last_edi_1
-95.472434909684836,29.71646475845429,7540,12357,0, ,GULFTON, ,DR, ,ROYALTON, ,ST, , , , ,E,NS,77081,29,12332,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 9ft W,FV20151109,spn,2015-11-10T00:00:00.000Z,2015-11-09T00:00:00.000Z,- 9 -,GULROYEN,GULFTON DR,ROYALTON ST,GULFTON DR @ ROYALTON ST,0,0,0,0,N, , , ,N, ,{EB64460A-C29A-4B71-AA2E-7AFA045F00B9}, ,,vw08,2016-01-06T00:00:00.000Z
-95.378898933519991,29.731602534238494,7541,12358,0, ,WHEELER, ,ST, ,LABRANCH, ,ST, , , , ,E,NS,77004,30,12333,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 11ft NW,FV20160113,VW,2016-01-14T00:00:00.000Z,2016-01-13T00:00:00.000Z,- 25 -,WHELABEN,WHEELER ST,LABRANCH ST,WHEELER ST @ LABRANCH ST,0,0,0,0,N, , , , , ,{868852C5-ED9C-4750-8158-DCAA1DC4CB78}, ,,sn01,2016-02-22T00:00:00.000Z
-95.378534016721375,29.731548538646518,7542,12359,0, ,WHEELER, ,ST, ,LABRANCH, ,ST, , , , ,W,NS,77004,30,12334,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 5ft E,FV20160113,VW,2016-01-14T00:00:00.000Z,2016-01-13T00:00:00.000Z,- 25 -,WHELABWN,WHEELER ST,LABRANCH ST,WHEELER ST @ LABRANCH ST,0,0,0,0,N, , , , , ,{D5E2F700-9FE8-4A1E-920E-488D769DD356}, ,,sn01,2016-02-22T00:00:00.000Z
-95.376425189006795,29.730133070150568,7543,12360,0, ,WHEELER, ,ST, ,ALMEDA, ,RD, , , , ,E,NS,77004,30,12335,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 6ft N,FV20160113,VW,2016-01-14T00:00:00.000Z,2016-01-13T00:00:00.000Z,- 25 -,WHEALMEN,WHEELER ST,ALMEDA RD,WHEELER ST @ ALMEDA RD,0,0,0,0,N, , , , , ,{437D8C99-DF40-48F6-A5DC-4038DD7C1232}, ,,sn01,2016-02-22T00:00:00.000Z
-95.375918780348925,29.729992268743381,7544,12361,0, ,WHEELER, ,ST, ,ALMEDA, ,RD, , , , ,W,NS,77004,30,12336,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 17ft SE,FV20160113,VW,2016-01-14T00:00:00.000Z,2016-01-13T00:00:00.000Z,- 25 -,WHEALMWN,WHEELER ST,ALMEDA RD,WHEELER ST @ ALMEDA RD,0,0,0,0,N, , , , , ,{7F142FDE-9FBA-485D-8C8E-CFC11058B17E}, ,,sn01,2016-02-22T00:00:00.000Z
-95.371193144828524,29.726976360279046,7545,12362,0, ,WHEELER, ,ST, ,DOWLING, ,ST, , , , ,E,NS,77004,32,12337,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 32ft NW,FV20160113,VW,2016-01-14T00:00:00.000Z,2016-01-13T00:00:00.000Z,- 25 -,WHEDOWEN,WHEELER ST,DOWLING ST,WHEELER ST @ DOWLING ST,0,0,0,0,N, , , , , ,{122CF4DF-599D-4F5C-8A7E-0EEF2315A924}, ,,sn01,2016-02-22T00:00:00.000Z
-95.370754703167535,29.72689787170966,7546,12363,0, ,WHEELER, ,ST, ,DOWLING, ,ST, , , , ,W,NS,77004,32,12338,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 33ft SE,FV20160113,VW,2016-01-14T00:00:00.000Z,2016-01-13T00:00:00.000Z,- 25 -,WHEDOWWN,WHEELER ST,DOWLING ST,WHEELER ST @ DOWLING ST,0,0,0,0,N, , , , , ,{9E1D2BFC-D0FD-46E3-BE4E-2B19514FFC34}, ,,sn01,2016-02-22T00:00:00.000Z
-95.454468251770436,29.746742540097433,7547,12364,0, ,SAN FELIPE, ,RD,W,LOOP,S, , , , , ,W,NS,77027,19,12339,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Changed atstreet stopname,spn GIS Trapeze FX,spn,2015-10-30T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 32 -,SANLOOWN,SAN FELIPE RD,W LOOP S,SAN FELIPE RD @ W LOOP S,0,0,0,0,N, , , , , ,{706300AA-A779-49A2-BF73-9A675E33BCA9}, ,,vw08,2016-01-06T00:00:00.000Z
-95.482883297010105,29.7498705434936,7548,12365,0, ,SAN FELIPE, ,RD, ,AUGUSTA, ,DR, , , , ,E,NS,77057,17,12340,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 21ft NE,FV20151109,spn,2015-11-09T00:00:00.000Z,2015-11-09T00:00:00.000Z,- 32 -,SANAUGEN,SAN FELIPE RD,AUGUSTA DR,SAN FELIPE RD @ AUGUSTA DR,0,0,0,0,N, , , ,N, ,{457C10D8-9966-4CA6-9B2A-CA8CCC53C5E5}, ,,vw08,2016-01-06T00:00:00.000Z
-95.479824659913888,29.749908325605734,7549,12366,0, ,SAN FELIPE, ,RD, ,BERING, ,DR, , , , ,E,NS,77057,17,12341,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Verified location with GPS  not moved,FV20151109,spn,2015-11-09T00:00:00.000Z,2015-11-09T00:00:00.000Z,- 32 -,SANBEREN,SAN FELIPE RD,BERING DR,SAN FELIPE RD @ BERING DR,0,0,0,0,N, , , ,N, ,{0C583D37-EE2F-4EB2-BCC2-27A3BF3F8BFA}, ,,vw08,2016-01-06T00:00:00.000Z
-95.477195180044163,29.749940888860991,7550,12367,0, ,SAN FELIPE, ,RD, ,CHIMNEY ROCK, ,RD, , , , ,E,NS,77057,17,12342,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 5ft E,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 32 -,SANCHIEN,SAN FELIPE RD,CHIMNEY ROCK RD,SAN FELIPE RD @ CHIMNEY ROCK RD,0,0,0,0,N, , , , , ,{F13E1ED7-0B2F-4B0F-964A-285062642EC4}, ,,vw08,2016-01-06T00:00:00.000Z
-95.45512270890984,29.74668105359709,7551,12368,0, ,SAN FELIPE, ,RD,W,LOOP,S, , , , , ,E,FS,77027,19,12343,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Changed atstreet stopname,spn GIS Trapeze FX,spn,2015-10-30T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 32 -,SANLOOEF,SAN FELIPE RD,W LOOP S,SAN FELIPE RD @ W LOOP S,0,0,0,0,N, , , , , ,{C9325060-49A1-4C95-9657-C38173B30E93}, ,,vw08,2016-01-06T00:00:00.000Z
-95.450854223833204,29.746576427174833,7552,12369,0, ,SAN FELIPE, ,RD, ,BRIARGLEN, ,DR, , , , ,E,NS,77027,19,12344,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 14ft NW,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 32 84 -,SANBRIEN,SAN FELIPE RD,BRIARGLEN DR,SAN FELIPE RD @ BRIARGLEN DR,0,0,0,0,N, , , , , ,{4399F946-5DC0-4D25-BA10-9177AE1BEEFC}, ,,vw08,2016-01-06T00:00:00.000Z
-95.289128133703315,29.661273182242859,7553,12371,0, ,TELEPHONE, ,RD, ,DILLION, ,ST, , , , ,S,FS,77061,41,12346,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 170ft NE,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,TELDILSF,TELEPHONE RD,DILLION ST,TELEPHONE RD @ DILLION ST,0,0,0,0,N, , , , , ,{E5F24A83-7A33-48B5-B5A6-1A7F976746A7}, ,,vw08,2016-01-06T00:00:00.000Z
-95.288812850002287,29.660977026852827,7554,12372,0, ,TELEPHONE, ,RD, ,MORELY, ,ST, , , , ,N,NS,77061,41,12347,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 70ft NW,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,TELMORNN,TELEPHONE RD,MORELY ST,TELEPHONE RD @ MORELY ST,0,0,0,0,N, , , , , ,{B5C676FC-F9D5-4B00-82DD-AE5E3A5D7CE6}, ,,vw08,2016-01-06T00:00:00.000Z
-95.289058738267144,29.657570765814043,7555,12373,0, ,TELEPHONE, ,RD, ,FAUNA, ,ST, , , , ,S,NS,77061,41,12348,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 53ft SE,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,TELFAUSN,TELEPHONE RD,FAUNA ST,TELEPHONE RD @ FAUNA ST,0,0,0,0,N, , , , , ,{5C30D43D-91F6-450C-ACB5-BC2DA0333E38}, ,,vw08,2016-01-06T00:00:00.000Z
-95.288736254687166,29.65740537892869,7556,12374,0, ,TELEPHONE, ,RD, ,FAUNA, ,ST, , , , ,N,NS,77061,41,12349,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 64ft NW,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,TELFAUNN,TELEPHONE RD,FAUNA ST,TELEPHONE RD @ FAUNA ST,0,0,0,0,N, , , , , ,{B884EA33-D800-4A6A-ACFA-2EDF41CF47A3}, ,,vw08,2016-01-06T00:00:00.000Z
-95.280488653848536,29.657662800951826,7557,12375,0, ,AIRPORT, ,BLVD, ,RENT A CAR, ,RD, , , , ,E,NS,77061,41,12350,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 181ft W,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,AIRRNTEN,AIRPORT BLVD,RENT A CAR RD,AIRPORT BLVD @ RENT A CAR RD,0,0,0,0,N, , , , , ,{4A21802C-0848-4DEB-B0FF-11030F5A4295}, ,,vw08,2016-01-06T00:00:00.000Z
-95.280050388636539,29.657971464052832,7558,12376,0, ,AIRPORT, ,BLVD, ,RENT A CAR, ,RD, , , , ,W,NS,77061,41,12351,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 154ft W,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,AIRRNTWN,AIRPORT BLVD,RENT A CAR RD,AIRPORT BLVD @ RENT A CAR RD,0,0,0,0,N, , , , , ,{A1DE1474-7807-4AA3-8A72-8497B7522BAB}, ,,vw08,2016-01-06T00:00:00.000Z
-95.283512105005428,29.657611045961755,7559,12377,0, ,AIRPORT, ,BLVD, ,FUEL FARM, ,RD, , , , ,E,NS,77061,41,12352,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 6ft NW,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,AIRFUEEN,AIRPORT BLVD,FUEL FARM RD,AIRPORT BLVD @ FUEL FARM RD,0,0,0,0,N, , , , , ,{1599793A-CE4E-4152-8ECF-32CE5DD2F980}, ,,vw08,2016-01-06T00:00:00.000Z
-95.283011581702894,29.657901257219653,7560,12378,0, ,AIRPORT, ,BLVD, ,FUEL FARM, ,RD, , , , ,W,NS,77061,41,12353,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 27ft W,FV20151028,VW,2015-10-28T00:00:00.000Z,2015-10-28T00:00:00.000Z,- 40 -,AIRFUEWN,AIRPORT BLVD,FUEL FARM RD,AIRPORT BLVD @ FUEL FARM RD,0,0,0,0,N, , , , , ,{A38423C1-BC08-4CE5-B671-89583F4831D7}, ,,vw08,2016-01-06T00:00:00.000Z
-95.467122489930844,29.74995530327536,7561,12379,0, ,SAGE, ,RD, ,SAN FELIPE, ,RD, , , , ,N,NS,77056,17,12354,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 27ft SW,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGSANNN,SAGE RD,SAN FELIPE RD,SAGE RD @ SAN FELIPE RD,0,0,0,0,N, , , , , ,{B9F3EE8F-AA10-4D8D-B54A-A98307DC91F0}, ,,vw08,2016-01-06T00:00:00.000Z
-95.46730224056617,29.749785346498765,7562,12380,0, ,SAGE, ,RD, ,SAN FELIPE, ,RD, , , , ,S,FS,77056,17,12355,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 30ft S,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGSANSF,SAGE RD,SAN FELIPE RD,SAGE RD @ SAN FELIPE RD,0,0,0,0,N, , , , , ,{AC7E7E13-77AA-4F94-8957-B01E615558EE}, ,,vw08,2016-01-06T00:00:00.000Z
-95.466981721587445,29.745799863579169,7563,12381,0, ,SAGE, ,RD, ,CHEVY CHASE, ,DR, , , , ,N,NS,77056,17,12356,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 73ft S,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGCHENN,SAGE RD,CHEVY CHASE DR,SAGE RD @ CHEVY CHASE DR,0,0,0,0,N, , , , , ,{604957F0-03D4-4647-9B38-E089F9E65FF5}, ,,vw08,2016-01-06T00:00:00.000Z
-95.467158098336569,29.746401648975159,7564,12382,0, ,SAGE, ,RD, ,CHEVY CHASE, ,DR, , , , ,S,NS,77056,17,12357,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 8ft N,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGCHESN,SAGE RD,CHEVY CHASE DR,SAGE RD @ CHEVY CHASE DR,0,0,0,0,N, , , , , ,{E7DF81D5-381E-470D-8C51-297E0D6C9EC1}, ,,vw08,2016-01-06T00:00:00.000Z
-95.466943669590975,29.743411833226006,7565,12383,0, ,SAGE, ,RD, ,MEADOW LAKE, ,LN, , , , ,N,NS,77056,17,12358,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 28ft SW,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGMEANN,SAGE RD,MEADOW LAKE LN,SAGE RD @ MEADOW LAKE LN,0,0,0,0,N, , , , , ,{B1345B4E-314A-4807-B55E-7FF29609F3F0}, ,,vw08,2016-01-06T00:00:00.000Z
-95.467093594947272,29.74372710551539,7566,12384,0, ,SAGE, ,RD, ,MEADOW LAKE, ,LN, , , , ,S,NS,77056,17,12359,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 20ft NE,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGMEASN,SAGE RD,MEADOW LAKE LN,SAGE RD @ MEADOW LAKE LN,0,0,0,0,N, , , , , ,{C480BCB0-9D4F-497D-A13A-86747E9DBE11}, ,,vw08,2016-01-06T00:00:00.000Z
-95.467056056189037,29.740730567029733,7567,12385,0, ,SAGE, ,RD, ,WESTHEIMER, ,RD, , , , ,S,NS,77056,17,12360,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 22ft N,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGWESSN,SAGE RD,WESTHEIMER RD,SAGE RD @ WESTHEIMER RD,0,0,0,0,N, , , , , ,{609FE323-2CED-4F8B-9FFE-0F3A03A38D24}, ,,vw08,2016-01-06T00:00:00.000Z
-95.466924737946272,29.738261081105062,7568,12386,0, ,SAGE, ,RD, ,ALABAMA, ,ST, , , , ,S,NS,77056,28,12361,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 18ft NE,FV20151021,VW,2015-10-22T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 -,SAGALASN,SAGE RD,ALABAMA ST,SAGE RD @ ALABAMA ST,0,0,0,0,N, , , , , ,{788B1328-D29A-4650-A8CD-D27BF3BD43F7}, ,,vw08,2016-01-06T00:00:00.000Z
-95.466866104844584,29.734811775638541,7569,12387,0, ,SAGE, ,RD, ,HIDALGO, ,ST, , , , ,S,FS,77056,28,12362,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated locaiton by aerial photo in GIS moved S 200 ft from Intersection,Rocky Omar Ken,spn,2016-05-05T00:00:00.000Z,2015-10-21T00:00:00.000Z,- 20 33 -,SAGHIDSF,SAGE RD,HIDALGO ST,SAGE RD @ HIDALGO ST,0,0,0,0,N, , , , , ,{92374FEE-C26E-4869-8EFB-B69190C900C5}, ,,vw08,2016-06-09T00:00:00.000Z
-95.2965719504232,29.775490666085286,7570,12390,0, ,EAST, ,FWY, ,PORT, ,ST, , , , ,E,NS,77020,24,12365,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 3ft N,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASPOREN,EAST FWY,PORT ST,EAST FWY @ PORT ST,0,0,0,0,N, , , , , ,{5272958D-0EC8-4772-BC6A-B4EB644DA402}, ,, ,
-95.292809388428708,29.777008660242636,7571,12391,0, ,EAST, ,FWY, ,WAYSIDE, ,DR, , , , ,E,NS,77020,24,12366,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 17ft NW,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASWAYEN,EAST FWY,WAYSIDE DR,EAST FWY @ WAYSIDE DR,0,0,0,0,N, , , , , ,{C1DC0FF3-367B-4545-AFD8-A64F66F48BA9}, ,, ,
-95.284478968798695,29.777552142000712,7572,12392,0, ,EAST, ,FWY, ,MCCARTY, ,ST, , , , ,E,NS,77029,25,12367,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 55ft W,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASMCCEN,EAST FWY,MCCARTY ST,EAST FWY @ MCCARTY ST,0,0,0,0,N, , , , , ,{FD13E350-3867-4BD0-A4F6-84A0FD182EA7}, ,, ,
-95.278748981932779,29.777558568804551,7573,12393,0, ,EAST, ,FWY, ,ALLEN, ,ST, , , , ,E,NS,77029,25,12368,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 3ft N,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASALLEN,EAST FWY,ALLEN ST,EAST FWY @ ALLEN ST,0,0,0,0,N, , , , , ,{BEFA312C-42C2-485C-9BEC-7AE4F0643200}, ,, ,
-95.271715270367579,29.778126269040786,7574,12394,0, ,GELLHORN, ,DR, ,EAST, ,FWY, , , , ,N,FS,77029,23,12369,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 101ft N,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,GELEASNF,GELLHORN DR,EAST FWY,GELLHORN DR @ EAST FWY,0,0,0,0,N, , , , , ,{572E0784-12BA-4EFC-961E-4610362C505E}, ,, ,
-95.282070403416512,29.7785217204936,7575,12396,0, ,EAST, ,FWY, ,PEARL, ,ST, , , , ,W,NS,77029,23,12371,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 20ft SE,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASPEAWN,EAST FWY,PEARL ST,EAST FWY @ PEARL ST,0,0,0,0,N, , , , , ,{A537640C-27B4-46B5-BD40-AB369CEBD809}, ,, ,
-95.292516015629531,29.778008505060903,7576,12397,0, ,EAST, ,FWY, ,WAYSIDE, ,DR, , , , ,W,NS,77020,23,12372,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 100ft W,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASWAYWN,EAST FWY,WAYSIDE DR,EAST FWY @ WAYSIDE DR,0,0,0,0,N, , , , , ,{407CD38E-17A2-4732-A45E-FABB3391CAC5}, ,, ,
-95.296076701673897,29.776542820786869,7577,12398,0, ,EAST, ,FWY, ,PORT, ,ST, , , , ,W,NS,77020,23,12373,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 20ft SE,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASPRTWN,EAST FWY,PORT ST,EAST FWY @ PORT ST,0,0,0,0,N, , , , , ,{623B1BCC-A2A0-46E9-848B-1C5DB449A833}, ,, ,
-95.300867540144552,29.774867705193831,7578,12399,0, ,EAST, ,FWY, ,LATHROP, ,ST, , , , ,W,NS,77020,23,12374,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 16ft E,FV20150917,VW,2015-09-18T00:00:00.000Z,2015-09-17T00:00:00.000Z,- 11 -,EASLATWN,EAST FWY,LATHROP ST,EAST FWY @ LATHROP ST,0,0,0,0,N, , , , , ,{A0347533-EDF5-4CD1-B894-5A4BE4257468}, ,, ,
-95.417618831429053,29.790197720631628,7579,12400,0, ,11TH, ,ST, ,TC JESTER, ,BLVD, ,BRYCE, ,ST,W,MB,77008,18,12375,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 72ft E,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 30 66 -,11TTC WM,11TH ST,TC JESTER BLVD,11TH ST @ TC JESTER BLVD,0,0,0,0,N, , , ,N, ,{EF4CAC77-D0BB-4F42-84E4-54AE18EEB7A9}, ,,vw08,2016-01-06T00:00:00.000Z
-95.417388617303303,29.776911150379185,7580,12401,0, ,KATY, ,FWY, ,TC JESTER, ,BLVD, , , , ,E,FS,77007,19,12376,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 13ft W,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATTC EF,KATY FWY,TC JESTER BLVD,KATY FWY @ TC JESTER BLVD,0,0,0,0,N, , , ,N, ,{846BB533-2022-4637-B03D-A6EC85E6D0A4}, ,,vw08,2016-01-06T00:00:00.000Z
-95.417814269776699,29.778004325384515,7581,12402,0, ,KATY, ,FWY, ,TC JESTER, ,BLVD, , , , ,W,NS,77007,18,12377,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Verified location with GPS  not moved,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATTC WN,KATY FWY,TC JESTER BLVD,KATY FWY @ TC JESTER BLVD,0,0,0,0,N, , , ,Y, ,{C7886AED-4974-4D73-AFE4-EBAAEA0C4772}, ,,vw08,2016-01-06T00:00:00.000Z
-95.413747847974605,29.776956506173175,7582,12403,0, ,KATY, ,FWY, ,REINERMAN, ,ST, , , , ,E,NS,77007,19,12378,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 195ft E,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATREIEN,KATY FWY,REINERMAN ST,KATY FWY @ REINERMAN ST,0,0,0,0,N, , , ,N, ,{C66B26BF-3C88-42AA-B7BB-B9BE324633BA}, ,,vw08,2016-01-06T00:00:00.000Z
-95.413902073110762,29.778036595576733,7583,12404,0, ,KATY, ,FWY, ,REINERMAN, ,ST, , , , ,W,FS,77007,18,12379,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS moved 117ft E,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATREIWF,KATY FWY,REINERMAN ST,KATY FWY @ REINERMAN ST,0,0,0,0,N, , , , , ,{FA8D2707-88D7-46C2-B581-0251D7B59B26}, ,,vw08,2016-01-06T00:00:00.000Z
-95.409796720302566,29.777012455663233,7584,12405,0, ,KATY, ,FWY, ,SHEPHERD, ,DR, , , , ,E,NS,77007,19,12380,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 15ft NE,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATSHEEN,KATY FWY,SHEPHERD DR,KATY FWY @ SHEPHERD DR,0,0,0,0,N, , , ,Y, ,{B668A75A-8205-487A-B98C-1F34CD91C440}, ,,vw08,2016-01-06T00:00:00.000Z
-95.408349449941937,29.778009531009204,7585,12406,0, ,KATY, ,FWY, ,SHEPHERD, ,DR, , , , ,W,NS,77007,20,12381,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 252ft E,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATSHEWN,KATY FWY,SHEPHERD DR,KATY FWY @ SHEPHERD DR,0,0,0,0,N, , , ,Y, ,{529CF53A-359F-48B8-8B9A-080756EF10FA}, ,,vw08,2016-01-06T00:00:00.000Z
-95.398861250065437,29.77605463397478,7586,12407,0, ,KATY, ,FWY, ,YALE, ,ST, , , , ,E,NS,77007,21,12382,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Verified location with GPS  not moved,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATYALEN,KATY FWY,YALE ST,KATY FWY @ YALE ST,0,0,0,0,N, , , , , ,{B620AE72-9ED8-460D-9BDF-BC8585AAED95}, ,,vw08,2016-01-06T00:00:00.000Z
-95.398544125726488,29.776972336995701,7587,12408,0, ,KATY, ,FWY, ,YALE, ,ST, , , , ,W,NS,77007,20,12383,A,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS  moved 23ft W,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 66 -,KATYALWN,KATY FWY,YALE ST,KATY FWY @ YALE ST,0,0,0,0,N, , , , , ,{3D47BB5E-6F21-4CB9-9529-27B84C4F70F5}, ,,vw08,2016-01-06T00:00:00.000Z
